id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q76292543,President of Fiji,Q712,Q712,,Q48894,1987-12-05,,,,President of Fiji
Q302694,Vice-President of Fiji,Q712,,,,1990,,,,Vice-President of Fiji
Q108211133,"Minister for Agriculture, Waterways and Environment",Q712,Q712,,,,,,,
Q108210022,Minister for Civil Service,Q712,Q712,,,,,,,
Q108211419,"Minister for Commerce, Trade, Tourism and Transport",Q712,Q712,,,,,,,
Q108210409,"Minister for Defence, National Security and Policing",Q712,Q712,,,,,,,
Q97183850,Minister of Economy,Q712,Q712,,,,,,,Minister of Economy (Fiji)
Q108210873,"Minister for Education, Heritage and Arts",Q712,Q712,,,,,,,
Q108210674,"Minister for Employment, Productivity and Industrial Relations",Q712,Q712,,,,,,,
Q108210805,"Minister for Employment, Productivity, Industrial Relations, Youth and Sports",Q712,Q712,,,,,,,
Q108210468,Minister for Fisheries,Q712,Q712,,,,,,,
Q6865844,Minister for Foreign Affairs,Q712,Q712,,,1970-10-10,,,,Minister for Foreign Affairs (Fiji)
Q108211207,Minister for Forestry,Q712,Q712,,,,,,,
Q108210923,Minister for Health and Medical Services,Q712,Q712,,,,,,,
Q108324995,Minister for Housing and Community Development,Q712,Q712,,,,,,,
Q108211197,Minister for Infrastructure and Meteorological Services,Q712,Q712,,,,,,,
Q6865823,Minister for iTaukei Affairs,Q712,Q712,,,,,,,Minister for iTaukei Affairs
Q108210033,"Minister for Justice, Elections and Anti-Corruption",Q712,Q712,,,,,,,
Q108210747,Minister for Lands and Mineral Resources,Q712,Q712,,,,,,,
Q108210358,Minister for Local Government,Q712,Q712,,,,,,,
Q108210408,"Minister for Rural, Maritime Development and Disaster Management",Q712,Q712,,,,,,,
Q108212406,Minister for Sugar,Q712,Q712,,,,,,,
Q108210680,"Minister for Women, Children and Poverty Alleviation",Q712,Q712,,,,,,,
Q4818599,Attorney-General of Fiji,Q712,Q712,,,,,,,Attorney General of Fiji
Q109469083,Governor of the Reserve Bank of Fiji,Q712,,,,,,,,
